Profile,Year,Landform,subLandform,LF3,LF5,Easting,Northing,Latitude,Longitude,Horizon,Horiz.simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Depth.cat,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Sand.corr,Silt.corr,Clay.corr,Gravel.clr,Sand.clr,Silt.clr,Clay.clr,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC,CEC,Al_ex,Ca_ex,K_ex,Mg_ex,Na_ex,Al.clr,Ca.clr,K.clr,Mg.clr,Na.clr
37,2015,Mid-slope,Lower_slope,Eros,MS,498834,6405514,116.987589,-32.4876124,B2,B2,38-50,38,50,44,50,42.35,91.621822,4.06214,4.31603,52.8,2.3,2.5,1.380548554,1.601091324,-1.532510744,-1.449129135,1.524189189,0.224345997,0.024394944,9.196413573,5.95,5.21,569,0.15,0.12,0.05,0.01,0.18,0.19,0.49907559,-0.376393147,-1.98583106,0.904540698,0.958607919
37,2015,Mid-slope,Lower_slope,Eros,MS,498834,6405514,116.987589,-32.4876124,C,C,50-70,50,70,60,70,54.06,89.85815,6.845742,3.296098,41.3,3.1,1.5,1.678138476,1.408906435,-1.180553954,-1.906490957,1.602094595,0.224158004,0.032670721,6.861128076,6.3,5.13,700,1.75,0.11,0.08,0.01,1.59,0.5,-0.293757532,-0.612211263,-2.691652804,2.377251398,1.220370201
38,2015,Lower_slope,Mid-slope,Depos,LS,498720,6405407,116.986376,-32.4885775,A,A,0-20,0,20,10,15,6.53,96.691204,1.272613,2.036181,90.4,1.2,1.9,0.07520028,2.703037604,-1.618885107,-1.159352777,1.072297297,1.693874359,0.12,14.11561966,6.3,5,297,3.69,0.005,3.42,0.14,0.67,0.06,-3.448581776,3.079376142,-0.116377265,1.449258024,-0.963675126
38,2015,Lower_slope,Mid-slope,Depos,LS,498720,6405407,116.986376,-32.4885775,E,A2,20-33,20,33,26.5,25,6.58,NA,NA,2.530292,NA,NA,2.4,0.504283004,NA,NA,-0.504283004,1.637094595,0.265322179,0.02,13.26610893,6.53,4.92,436,2.06,0.01,1.73,0.16,0.48,0.03,-2.579138723,2.574152871,0.193449999,1.292062288,-1.480526435
38,2015,Lower_slope,Mid-slope,Depos,LS,498720,6405407,116.986376,-32.4885775,B1,B,33-62,33,62,47.5,50,7.99,NA,9.765122,NA,NA,9,NA,-0.059516909,NA,0.059516909,NA,1.704459459,0.07,0.01,7,5.81,4.88,751,4.55,0.01,2.74,0.22,3.04,0.86,-3.775109111,1.838018995,-0.684066658,1.94191859,0.679238185
38,2015,Lower_slope,Mid-slope,Depos,LS,498720,6405407,116.986376,-32.4885775,B2,B2,62-100,62,100,81,90,16.53,93.5591,4.122171,2.318721,78.1,3.4,1.9,0.54797784,2.100790985,-1.03342364,-1.615345185,1.739459459,0.04,0.01,4,5.95,5.21,569,0.25,0.005,0.15,0.06,0.7,0.44,-3.061016654,0.340180728,-0.576110004,1.880625769,1.416320161
39,2015,Nonresid_upland,NA,Eros,US,498095,6405134,116.979723,-32.4910394,A,A,0-12,0,12,6,5,16.99,67.10533875,25.12426883,7.770392422,55.7,20.9,6.5,-0.108414169,1.078941042,0.098710054,-1.069236928,1.29188,3.11,0.29,10.72413793,6.06,5.06,99.5,11.02,0.02,6.26,1.97,1.56,0.14,-3.327775743,2.418427448,1.262280805,1.028933084,-1.381865594
39,2015,Nonresid_upland,NA,Eros,US,498095,6405134,116.979723,-32.4910394,B1,B,12-52,12,52,32,35,29.91,49.44252886,10.48798603,40.0694851,34.7,7.4,28.1,0.327647339,0.476194153,-1.069065534,0.265224042,1.4749,1.12,0.11,10.18181818,6.96,5.99,54,12.84,0.01,7.67,1.01,2.69,0.17,-3.937106408,2.705380393,0.678014108,1.657604971,-1.103893064
40,2015,Upper_slope,NA,Eros,US,498149,6404827,116.980297,-32.493809,A,A,0-15,0,15,7.5,5,14.02,82.89254601,6.128043219,10.97941077,71.3,5.3,9.4,-0.063464548,1.562946898,-1.036242609,-0.46323974,1.38486,2.66,0.25,10.64,5.9,5.15,191.1,7.18,0.02,4.95,1.04,0.87,0.09,-2.947898527,2.563512055,1.003345191,0.824862411,-1.44382113
40,2015,Upper_slope,NA,Eros,US,498149,6404827,116.980297,-32.493809,B1,B,15-40,15,40,27.5,25,22.43,87.69609351,9.484261253,2.819645237,68,7.4,2.2,0.580438245,1.689546602,-0.528481103,-1.741503743,1.51451,0.51,0.04,12.75,6.67,5.27,27.1,3.05,0.01,1.61,0.39,0.3,0.04,-2.706491551,2.374912814,0.957070095,0.694705831,-1.32019719
40,2015,Upper_slope,NA,Eros,US,498149,6404827,116.980297,-32.493809,B2,B2,40-60,40,60,50,50,8.52,55.80204531,10.9163623,33.28159238,51,10,30.4,-0.805401078,0.984008214,-0.645232326,0.46662519,1.6517,0.39,0.04,9.75,6.87,5.89,35.8,4.64,0.03,2.61,0.41,0.9,0.12,-2.373671928,2.092236191,0.24128785,1.027525454,-0.987377567
41,2015,Residual,NA,Resid,RE,498226,6405423,116.981118,-32.4884325,A,A,0-50,0,50,25,25,25.41,78.273247,10.32020768,11.40654533,58.4,7.7,8.5,0.364206502,1.196379595,-0.829715966,-0.730870131,0.57,0.46,0.02,23,5.83,4.87,39.3,11.02,0.02,6.26,1.97,1.56,0.14,-3.327775743,2.418427448,1.262280805,1.028933084,-1.381865594
42,2015,Residual,Upper_slope,Resid,RE,498278,6405414,116.981671,-32.4885138,A,A,0-16,0,16,8,5,19.65,61.35118932,27.08045918,11.5683515,49.3,21.8,9.3,-0.068904109,0.850942634,0.034928522,-0.816967047,0.53,2.1,0.62,3.387096774,4.52,4.26,2087,3.27,0.49,0.2,0.26,1.82,4.52,-0.400847297,-1.296935322,-1.034571057,0.911339092,1.821014585
42,2015,Residual,Upper_slope,Resid,RE,498278,6405414,116.981671,-32.4885138,B1,B,16-30,16,30,23,25,9.16,50.40222985,21.71578045,27.88198971,45.8,19.7,25.3,-0.847792147,0.761645766,-0.08201969,0.16816607,1.34,1.79,0.06,29.83333333,4.28,3.96,1221,2.62,0.77,0.02,0.16,1.8,3.89,0.550589918,-3.100068323,-1.020626782,1.399741347,2.17036384
42,2015,Residual,Upper_slope,Resid,RE,498278,6405414,116.981671,-32.4885138,B2,B2,30-80,30,80,55,50,10.58,54.74022568,16.50650593,28.75326839,48.9,14.8,25.7,-0.688499822,0.842312148,-0.352838068,0.199025743,1.34,0.48,0.02,24,3.96,3.65,991,2.32,0.49,0.03,0.24,1.47,4.1,0.056805065,-2.736402944,-0.656961402,1.155417354,2.181141927
42,2015,Residual,Upper_slope,Resid,RE,498349,6405394,116.982427,-32.4886943,C,C,80-120,80,120,100,100,5.13,64.46725361,9.191701023,26.34104537,61.2,8.7,25,-1.147757266,1.331284265,-0.619539899,0.4360129,1.34,0.46,0.02,23,3.95,3.66,1052,1.3,0.26,0.49,0.08,1.46,2.13,-0.656754895,-0.023031135,-1.835409891,1.068755189,1.446440733
43,2015,Upper_slope,NA,Eros,US,498349,6405394,116.982427,-32.4886943,A,A,0-20,0,20,10,15,17.25,77.08329053,11.94336132,10.97334815,63.8,9.9,9.1,-0.028281483,1.279659564,-0.583558869,-0.667819213,1.04,2.8,0.2,14,4.25,4.23,805,2.39,0.13,0.01,0.07,4.95,4.47,-0.798645815,-3.363595173,-1.417685024,2.84096259,2.738963422
43,2015,Upper_slope,NA,Eros,US,498349,6405394,116.982427,-32.4886943,B1,B,20-40,20,40,30,35,23.4,72.89774758,17.10336318,9.998889241,55.8,13.1,7.7,0.20565041,1.074688257,-0.374473382,-0.905865284,1.38,2.18,0.09,24.22222222,4.93,4.71,1696,3.31,0.03,0.02,0.05,4.35,3.29,-1.955907944,-2.361373052,-1.44508232,3.020825798,2.741537518
43,2015,Upper_slope,NA,Eros,US,498349,6405394,116.982427,-32.4886943,B2,B2,40-60,40,60,50,50,12.53,58.88187818,18.1916539,22.92646792,51.5,15.9,20.1,-0.531060856,0.882395182,-0.292867516,-0.05846681,1.61,0.4,0.02,20,5.25,4.98,1334,13.9,0.04,4.65,0.34,9.77,7.28,-3.519601637,1.236141407,-1.379535474,1.978590654,1.68440505
44,2015,Valley_floor,NA,Depos,VF,499277,6404883,116.992304,-32.4933051,A,A,0-6,0,6,3,5,45.61,69.47567549,17.93973458,12.58458993,37.8,9.8,6.8,0.907191718,0.71937383,-0.630552887,-0.996012661,NA,3.1,0.11,28.18181818,5.89,4.9,85.9,13.8,0.04,4.55,0.42,9.77,7.18,-3.554749163,1.179253895,-1.203373906,1.943443128,1.635426045
44,2015,Valley_floor,NA,Depos,VF,499277,6404883,116.992304,-32.4933051,B,B,6-13,6,13,9.5,5,6.09,60.0377437,25.45366643,14.50858987,56.4,23.9,13.6,-1.099118291,1.126702786,0.268112086,-0.29569658,1.39,2.85,0.1,28.5,6.17,5.01,265,7.77,0.005,2.13,0.15,3.12,2.79,-4.443229212,1.611210135,-1.04203183,1.992921157,1.881129751
44,2015,Valley_floor,NA,Depos,VF,499277,6404883,116.992304,-32.4933051,A1,A,13-30,13,30,21.5,25,8.08,83.08441291,9.593915066,7.321672024,76.4,8.8,6.7,-0.536166582,1.710424242,-0.450806733,-0.723450928,1.27,0.61,0.06,10.16666667,6.44,5.21,185.1,4.2,0.005,0.98,0.08,1.81,1.22,-3.887903164,1.390211496,-1.115314441,2.003741048,1.609265062
44,2015,Valley_floor,NA,Depos,VF,499277,6404883,116.992304,-32.4933051,B1,B,30-50,30,50,40,50,9.87,88.39692348,5.801538262,5.801538262,79.7,5.2,5.2,-0.201771819,1.886997913,-0.842613047,-0.842613047,1.65,0.28,0.02,14,6.11,5.06,147.4,2.32,0.005,0.44,0.05,1.05,0.72,-3.419368548,1.057968267,-1.116783455,1.927738983,1.550444752
44,2015,Valley_floor,NA,Depos,VF,499277,6404883,116.992304,-32.4933051,B2,B2,50-100,50,100,75,70,3.33,38.90801658,9.319116116,51.77286731,37.6,9,50,-1.53183368,0.892198066,-0.537581407,1.177217021,1.97,0.14,0.02,7,5.94,5.02,506,11.76,0.005,1.28,0.06,6.62,4.89,-4.4208013,1.124376144,-1.93589465,2.767611436,2.46470837
45,2015,Mid-slope,NA,Eros,MS,498997,6404745,116.989324,-32.4945498,A,A,0-15,0,15,7.5,5,10.26,88.48135665,6.143276455,5.375366898,79.4,5.5,4.8,-0.165775965,1.880469564,-0.789280712,-0.925412887,1.34,1.45,0.11,13.18181818,5.62,4.71,87.3,3.71,0.06,2.59,0.1,0.38,0.08,-1.281880596,2.483187997,-0.771054972,0.563946095,-0.994198523
45,2015,Mid-slope,NA,Eros,MS,498997,6404745,116.989324,-32.4945498,B1,B,15-30,15,30,22.5,25,12.69,90.30017371,5.360430319,4.339395973,78.8,4.7,3.8,0.093241568,1.919340283,-0.900010205,-1.112571647,1.69,0.4,0.03,13.33333333,6.9,4.87,23.13,2.06,0.05,1.29,0.05,0.21,0.04,-0.892463093,2.357911399,-0.892463093,0.542621432,-1.115606644
45,2015,Mid-slope,NA,Eros,MS,498997,6404745,116.989324,-32.4945498,B2,B2,30-54,30,54,42,50,16.47,89.52692347,6.386022274,4.087054256,74.8,5.3,3.4,0.299580374,1.812857715,-0.83425335,-1.278184739,1.6,0.16,0.02,8,6.59,4.98,42.8,2.05,0.01,1.14,0.02,0.25,0.07,-2.118826321,2.617372128,-1.42567914,1.100049504,-0.172916172
45,2015,Mid-slope,NA,Eros,MS,498997,6404745,116.989324,-32.4945498,B3,B3,54-70,54,70,62,70,23.62,53.64869766,5.696808108,40.65449423,41,4.4,31.1,0.213474251,0.764952507,-1.467015018,0.48858826,NA,0.15,0.02,7.5,5.68,4.55,129.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2016,Mid-slope,Lower_slope,Eros,MS,498808,6404333,116.987311,-32.498266,A,A,2-30,2,30,16,15,14.9,88.3,6.1,5.6,75.1,5.2,4.8,0.141997134,1.75945648,-0.910705453,-0.990748161,1.468,1.53,0.13,11.76923077,5.65,5.6,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2016,Mid-slope,Lower_slope,Eros,MS,498808,6404333,116.987311,-32.498266,B,B,30-50,30,50,40,50,15.7,86.3,7.7,6,72.8,6.5,5.1,0.118055866,1.652111109,-0.763802669,-1.006364306,1.413,0.93,0.05,18.6,6.15,5.5,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2016,Mid-slope,Lower_slope,Eros,MS,498808,6404333,116.987311,-32.498266,C,C,50-60,50,60,55,50,7.22,85.5,5.3,9.3,79.3,4.9,8.6,-0.54591767,1.850465506,-0.933537417,-0.371010419,1.92,0.25,0.02,12.5,6.2,4.82,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2016,Lower_slope,Mid-slope,Depos,LS,499548,6404154,116.995188,-32.4998816,A,A,0-5,0,5,2.5,5,9.31,75.84187788,9.927995392,14.23012673,68.8,9,12.9,-0.57309709,1.427017564,-0.606961604,-0.24695887,NA,2.63,0.23,11.43478261,6.01,5.34,188.4,1.5,0.18,1.3,0.01,0.29,0.4,-0.072444541,1.904718152,-2.962816298,0.404479531,0.726063156
47,2016,Lower_slope,Mid-slope,Depos,LS,499548,6404154,116.995188,-32.4998816,A/B,NA,6-11,6,11,8.5,5,14.14,77.79174213,9.44679626,12.76146161,66.8,8.1,11,-0.186109858,1.366585562,-0.743253457,-0.437222246,1.438,1.17,0.11,10.63636364,5.39,4.91,278,0.26,0.1,0.16,0.005,0.19,0.17,0.270649301,0.740652931,-2.725082972,0.912503188,0.801277552
47,2016,Lower_slope,Mid-slope,Depos,LS,499548,6404154,116.995188,-32.4998816,B1,B,12-46,12,46,29,25,14.2,79.36893204,5.446601942,15.18446602,68.1,4.7,13,-0.093440796,1.474294452,-1.199120252,-0.181733404,1.587,0.56,0.06,9.333333333,5.41,5.23,165.2,0.15,0.12,0.05,0.01,0.18,0.19,0.49907559,-0.376393147,-1.98583106,0.904540698,0.958607919
47,2016,Lower_slope,Mid-slope,Depos,LS,499548,6404154,116.995188,-32.4998816,B2,B2,47-65,47,65,56,50,20.78,67.58480613,5.513924731,26.90126914,53.5,4.4,21.3,0.145494922,1.091185591,-1.406891522,0.170211009,1.748,0.14,0.02,7,6.88,5.64,72.9,1.75,0.11,0.08,0.01,1.59,0.5,-0.293757532,-0.612211263,-2.691652804,2.377251398,1.220370201
48,2016,Lower_slope,NA,Depos,LS,499521,6404045,116.994901,-32.5008649,A,A,0-5,0,5,2.5,5,5.25,87.78368988,7.077034826,5.13927529,83.2,6.7,4.9,-0.734476462,2.028542809,-0.490597013,-0.803469334,NA,2.2,0.21,10.47619048,6.7,5.66,375,3.69,0.005,3.42,0.14,0.67,0.06,-3.448581776,3.079376142,-0.116377265,1.449258024,-0.963675126
48,2016,Lower_slope,NA,Depos,LS,499521,6404045,116.994901,-32.5008649,A/B,NA,6-11,6,11,8.5,5,14.64,90.4713388,6.056352459,3.472308743,77.2,5.2,3,0.239400539,1.902042487,-0.795698344,-1.345744681,1.541,0.48,0.03,16,6.1,5.04,50.9,2.06,0.01,1.73,0.16,0.48,0.03,-2.579138723,2.574152871,0.193449999,1.292062288,-1.480526435
48,2016,Lower_slope,NA,Depos,LS,499521,6404045,116.994901,-32.5008649,E,A2,18-31,18,31,24.5,25,46.79,83.83160761,9,7.168392388,44.6,4.8,3.8,1.208914418,1.160978772,-1.068139169,-1.30175402,1.5705,0.25,0.03,8.333333333,6.1,5.11,37.3,4.55,0.01,2.74,0.22,3.04,0.86,-3.775109111,1.838018995,-0.684066658,1.94191859,0.679238185
48,2016,Lower_slope,NA,Depos,LS,499521,6404045,116.994901,-32.5008649,B1,B,32-50,32,50,41,50,34.17,86.89737471,7.511059081,5.591566205,57.2,4.9,3.7,0.912480569,1.427686401,-1.029632292,-1.310534678,1.655,0.17,0.02,8.5,5.71,4.5,29.8,0.25,0.005,0.15,0.06,0.7,0.44,-3.061016654,0.340180728,-0.576110004,1.880625769,1.416320161
48,2016,Lower_slope,NA,Depos,LS,499521,6404045,116.994901,-32.5008649,B2,B2,51-80,51,80,65.5,70,34.41,75.40627458,9.253910244,15.33981518,49.5,6.1,10.1,0.648061199,1.011686648,-1.08199725,-0.577750597,1.759,0.16,0.02,8,5.69,4.77,45.8,0.81,0.005,0.17,0.02,1.16,0.45,-2.971840386,0.554520139,-1.585546024,2.474896986,1.527969285
49,2016,Valley_floor,NA,Depos,VF,497927,6406410,116.977938,-32.4795281,A,A,0-15,0,15,7.5,5,11.24,93.2,4.75,2.05,82.7,4.2,1.8,0.205086435,2.200827193,-0.779307884,-1.626605744,1.3259,1.93,0.21,9.19047619,5.7,4.6,92,3.19,0.005,0.34,0.05,3.08,1.1,-3.667793462,0.551714244,-1.365208369,2.755453502,1.725834085
49,2016,Valley_floor,NA,Depos,VF,497927,6406410,116.977938,-32.4795281,A/B,NA,15-35,15,35,25,25,14.56,92.241,4.254994444,3.504113071,78.8,3.6,3,0.322093749,2.010728703,-1.075250448,-1.257572005,1.5304,0.51,0.05,10.2,5.67,4.69,59.5,3.96,0.04,2.98,0.41,0.75,0.36,-2.353299032,1.957500093,-0.026021327,0.57789472,-0.156074455
49,2016,Valley_floor,NA,Depos,VF,497927,6406410,116.977938,-32.4795281,B,B,35-72,35,72,53.5,50,15.49,88.98,5.008986214,6.010783457,75.2,4.2,5.1,0.209026917,1.788983493,-1.096083212,-0.901927198,1.6869,0.21,0.01,21,6.05,5,46,1.38,0.08,1.08,0.04,0.44,0.09,-0.746414727,1.856274959,-1.439561907,0.958333366,-0.628631691
49,2016,Valley_floor,NA,Depos,VF,497927,6406410,116.977938,-32.4795281,C,C,72-100,72,100,86,90,34.69,86.476,5.509714856,8.014130699,56.5,3.6,5.2,0.918880318,1.406669496,-1.346637297,-0.978912517,1.5716,0.16,0.01,16,6.12,5.25,40.5,4.94,0.55,0.95,0.03,2.74,0.33,0.253441579,0.799985285,-2.655279318,1.8592365,-0.257384045
50,2016,Valley_floor,NA,Depos,VF,497283,6403755,116.971076,-32.5034778,A,A,0-24,0,24,12,15,10.69,84.969,5.192359162,9.838154202,75.9,4.6,8.8,-0.230574634,1.729533326,-1.073827055,-0.425131637,1.4255,1.21,0.08,15.125,4.97,4.11,84.3,11.99,0.02,4.64,0.13,7.38,4.88,-3.745300884,1.701436488,-1.873498707,2.16549576,1.751867342
50,2016,Valley_floor,NA,Depos,VF,497283,6403755,116.971076,-32.5034778,B,B,24-45,24,45,34.5,35,10.56,81.629,8.499822663,9.870761803,73,7.6,8.8,-0.355534894,1.577851269,-0.684459925,-0.537856451,1.5269,0.28,0.03,9.333333333,5.17,4.18,82.5,1.12,0.005,0.4,0.03,0.92,0.36,-3.133077596,1.248949039,-1.341318127,2.081858162,1.143588523
50,2016,Valley_floor,NA,Depos,VF,497283,6403755,116.971076,-32.5034778,B2,B2,45-80,45,80,62.5,70,26.96,57.812,4.771229562,37.41648446,42.2,3.5,27.3,0.395248242,0.843314177,-1.646343076,0.407780658,1.5524,0.25,0.04,6.25,4.72,4.06,384,11.38,0.005,2.54,0.14,7.15,1.92,-4.555751647,1.674729801,-1.223547137,2.709678077,1.394890906
51,2016,Lower_slope,NA,Depos,LS,497514,6403540,116.973534,-32.5054179,Ap,A,0-15,0,15,7.5,5,10.97,89.188,3.52027664,7.292001611,79.4,3.1,6.5,-0.048052458,1.931281636,-1.311814621,-0.571414556,1.5137,1.4,0.09,15.55555556,5.39,4.2,153,11.77,0.005,7.36,1.59,2.53,0.85,-4.883752758,2.410624542,0.878298625,1.342783912,0.252045679
51,2016,Lower_slope,NA,Depos,LS,497514,6403540,116.973534,-32.5054179,A,A,15-23,15,23,19,15,10.25,86.942,5.984766523,7.072905891,78,5.4,6.3,-0.225456074,1.803975047,-0.866334826,-0.712184146,1.5452,0.51,0.04,12.75,5.41,4.44,45,8.49,0.01,3.62,0.01,4.39,0.23,-3.022327568,2.869316644,-3.022327568,3.062171845,0.113166648
51,2016,Lower_slope,NA,Depos,LS,497514,6403540,116.973534,-32.5054179,A/B,NA,23-37,23,37,30,35,12.7,88.714,4.514363533,6.771545299,77.4,3.9,5.9,0.034972574,1.842357361,-1.145652866,-0.731677069,1.4569,0.2,0.03,6.666666667,5.39,4.35,46.7,1.84,0.06,1.43,0.12,0.38,0.07,-1.172841942,1.998243219,-0.479694762,0.672984748,-1.018691263
51,2016,Lower_slope,NA,Depos,LS,497514,6403540,116.973534,-32.5054179,B,B,37-76,37,76,56.5,50,11.91,85.197,5.20833411,9.594299676,75.1,4.6,8.5,-0.138201969,1.703240206,-1.089524049,-0.475514189,1.6485,0.14,0.02,7,5.49,4.44,57.4,2.31,0.03,1.68,0.12,0.57,0.09,-1.890939464,2.134412227,-0.504645103,1.053499515,-0.792327175
51,2016,Lower_slope,NA,Depos,LS,497514,6403540,116.973534,-32.5054179,B2,B2,76-100,76,100,88,90,14.78,65.559,7.793125017,26.64745973,55.9,6.6,22.7,-0.238293552,1.091995913,-1.044498818,0.190796457,1.6145,0.17,0.02,8.5,5.79,4.69,73.1,3.57,0.04,2.44,0.1,1.05,0.12,-1.878688575,2.232185289,-0.962397843,1.388977414,-0.780076286
52,2016,Valley_floor,NA,Depos,VF,498807,6403228,116.987299,-32.5082346,A,A,0-25,0,25,12.5,15,4.43,88.4,4.9,6.7,84.5,4.7,6.4,-0.84385332,2.10449863,-0.784690396,-0.475954914,1.49,1.63,0.14,11.64285714,NA,NA,NA,3.6,0.05,2.15,0.08,1.2,0.15,-1.701573973,2.059626143,-1.231570344,1.476479858,-0.602961684
52,2016,Valley_floor,NA,Depos,VF,498807,6403228,116.987299,-32.5082346,E,A2,26-68,26,68,47,50,5.55,91.7,4.2,4.3,86.6,4,4.1,-0.529296842,2.218205046,-0.856800408,-0.832107796,1.56,0.14,0.02,7,NA,NA,NA,3.16,0.03,3.06,0.11,0.42,0.03,-1.712662625,2.912310188,-0.413379641,0.926394704,-1.712662625
52,2016,Valley_floor,NA,Depos,VF,498807,6403228,116.987299,-32.5082346,E/B,A2,69-74,69,74,71.5,70,60.2,72,4.3,23.8,28.7,1.7,9.5,1.538549971,0.797774742,-2.02849413,-0.307830583,1.62,0.14,0.03,4.666666667,NA,NA,NA,1.54,0.03,1.65,0.02,0.32,0.02,-1.112705317,2.894627869,-1.518170425,1.254418298,-1.518170425
53,2016,Lower_slope,NA,Depos,LS,498186,6404070,116.980689,-32.500638,A,A,0-15,0,15,7.5,5,9.07,87.4,6.5,6.1,79.5,5.9,5.5,-0.310135168,1.860649589,-0.740155081,-0.81035934,1.38,1.35,0.1,13.5,NA,NA,NA,0.67,0.02,0.69,0.005,0.17,0.02,-0.858946225,2.682013099,-2.245240586,1.281119938,-0.858946225
53,2016,Lower_slope,NA,Depos,LS,498186,6404070,116.980689,-32.500638,E,A2,16-19,16,19,17.5,15,15.4,92,3.6,4.3,77.8,3,3.6,0.367353741,1.987127663,-1.26840148,-1.086079923,1.75,0.26,0.02,13,NA,NA,NA,1.24,0.02,0.6,0.04,0.8,0.03,-1.637737825,1.763459557,-0.944590644,2.051141629,-1.232272717
53,2016,Lower_slope,NA,Depos,LS,498186,6404070,116.980689,-32.500638,B,B,20-32,20,32,26,25,38.6,87,9,4,53.4,5.5,2.5,1.090226815,1.414785284,-0.858277369,-1.64673473,1.73,0.14,0.02,7,NA,NA,NA,0.43,0.09,0.43,0.11,0.12,0.04,-0.248279618,1.31569592,-0.047608923,0.039402454,-1.059209834
53,2016,Lower_slope,NA,Depos,LS,498186,6404070,116.980689,-32.500638,C,C,33-54,33,54,43.5,50,46.3,84,9.6,6.4,45.1,5.2,3.4,1.206027395,1.17976768,-0.980455941,-1.405339135,1.78,0.16,0.02,8,NA,NA,NA,0.93,0.16,0.35,0.21,0.33,0.09,-0.24064955,0.542109789,0.031284166,0.483269289,-0.816013695
54,2016,Valley_floor,NA,Depos,VF,496001,6403978,116.957429,-32.5014622,A,A,0-10,0,10,5,5,7.695282029,93,4.7,2.2,85.8,4.3,2,-0.120489739,2.29092185,-0.702482134,-1.467949976,1.462,2.01,0.16,12.5625,5.45,4.54,763,4.44,0.12,2.82,0.03,0.76,0.23,-0.853424063,2.303576358,-2.239718424,0.992402627,-0.202836497
54,2016,Valley_floor,NA,Depos,VF,496001,6403978,116.957429,-32.5014622,A2,A2,10-20,10,20,15,15,11.5879757,88.7,3.8,7.5,78.4,3.4,6.6,-0.030691265,1.88116468,-1.256883816,-0.593589599,1.633,0.44,0.04,11,6.04,4.63,692,2.96,0.07,1.86,0.02,0.58,0.13,-0.952129125,2.327707399,-2.204892094,1.162403736,-0.333089917
54,2016,Valley_floor,NA,Depos,VF,496001,6403978,116.957429,-32.5014622,B1,B,20-50,20,50,35,35,14.0162453,90.8,4.3,4.8,78.1,3.7,4.1,0.210835314,1.928608335,-1.121048902,-1.018394748,1.658,0.09,0.04,2.25,6.8,5.03,747,1.42,0.02,0.59,0.01,0.4,0.14,-1.526577101,1.857813162,-2.219724282,1.469155172,0.419333048
54,2016,Valley_floor,NA,Depos,VF,496001,6403978,116.957429,-32.5014622,B2,B2,50-80,50,80,65,70,13.89593285,37.5,5.3,57.2,32.3,4.6,49.3,-0.251064756,0.592406277,-1.356604649,1.015263128,1.928,0.21,0.02,10.5,7.67,5.6,108.3,13.99,0.01,1.81,0.02,8.96,2.71,-3.658340689,1.540156342,-2.965193509,3.139599724,1.943778132
55,2016,Lower_slope,NA,Depos,LS,497352,6403626,116.97181,-32.5046417,A,A,0-15,0,15,7.5,5,9.877468472,86,6.6,7.4,77.5,5.9,6.7,-0.289142265,1.77087942,-0.804446165,-0.67729099,1.585,1.56,0.12,13,5.3,4.91,154,4.03,0.07,3.38,0.06,0.61,0.09,-1.227852642,2.649283104,-1.382003322,0.937111073,-0.976538214
55,2016,Lower_slope,NA,Depos,LS,497352,6403626,116.97181,-32.5046417,A2,A2,15-30,15,30,22.5,25,22.84722342,86.5,7.7,5.7,66.7,5.9,4.4,0.482431736,1.553807093,-0.871445509,-1.164793319,1.654,0.34,0.04,8.5,5.37,4.34,23.15,1.72,0.19,1.17,0.01,0.33,0.06,0.34546299,2.163197946,-2.598975989,0.897531573,-0.80721652
55,2016,Lower_slope,NA,Depos,LS,497352,6403626,116.97181,-32.5046417,B1,B,30-65,30,65,47.5,50,30.50771787,51.5,11.3,37.2,35.8,7.9,25.9,0.338721367,0.498689564,-1.01239557,0.174984639,1.491,0.46,0.05,9.2,5.81,5.02,70.2,7.62,0.04,3.51,0.02,3.13,0.29,-2.024450996,2.450040866,-2.717598177,2.335457833,-0.043449527
56,2016,Valley_floor,NA,Depos,VF,495711,6403941,116.954342,-32.5017949,A,A,0-14,0,14,7,5,1.94,82.6,8.7,8.7,81,8.5,8.5,-1.671629391,2.060131791,-0.1942512,-0.1942512,1.3212,3.17,0.29,10.93103448,6.52,5.24,223.3,13.16,0.04,2.55,0.28,8.43,8.91,-3.371520399,0.783448785,-1.42561025,1.979152198,2.034529667
56,2016,Valley_floor,NA,Depos,VF,495711,6403941,116.954342,-32.5017949,A2,A2,14-20,14,20,17,15,8.07,81.8,5.7,12.5,75.2,5.2,11.5,-0.536674111,1.695323637,-0.976168968,-0.182480558,1.35773,0.98,0.06,16.33333333,7.19,5.63,139.1,2.76,0.1,0.58,0.06,1.52,1.6,-1.348183289,0.409674629,-1.859008913,1.373112139,1.424405433
56,2016,Valley_floor,NA,Depos,VF,495711,6403941,116.954342,-32.5017949,B1,B,20-42,20,42,31,35,6.5,97.8,0.2,2,91.4,0.2,1.9,0.51693627,3.160379571,-2.96430382,-0.713012021,1.40346,0.11,0.01,11,7.16,5.8,44.3,5.43,0.005,0.75,0.09,3.04,3.37,-4.164882409,0.845752885,-1.274510651,2.245292473,2.348347702
