"Profile","Landform","subLandform","Easting","Northing","Latitude","Longitude","Horizon","Horiz.simp","Depth.range","Depth.upper","Depth.lower","Depth.mean","Gravel.pct","Sand.pct","Silt.pct","Clay.pct","Bulk.density","C.pct","N.pct","C.N.ratio","pH.H2O","pH.CaCl2","EC","CEC","Al_ex","Ca_ex","K_ex","Mg_ex","Na_ex","LF5","Depth.cat"
61,"Sub_valley_floor",NA,496840,6404334,116.966362,-32.4982534,"B3","B3","65-80",65,80,72.5,9.635,83.8,8.5,7.7,"1.682",0.13,0.02,12.93846154,6.42,4.9,90.8,2.08,0.06,0.5,0.02,1.07,0.36,"VF",70
62,"Lower_slope","Sub_valley_floor",495983,6404204,116.9572,-32.49942,"A1","A","0-18",0,18,9,7.35,83.4,10.3,6.3,"1.149",1.17,0.093,12.58064516,5.6,4.54,92.3,4.2,0.005,2.7,0.6,0.5,0.1,"LS",5
62,"Lower_slope","Sub_valley_floor",495983,6404204,116.9572,-32.49942,"A2","A2","18-34",18,34,26,10.64,89.5,6.7,3.8,"1.416",0.329,0.025,13.16,5.23,4.46,14.58,3.3,0.005,2.2,0.2,0.3,0.1,"LS",25
62,"Lower_slope","Sub_valley_floor",495983,6404204,116.9572,-32.49942,"B1","B","34-74",34,74,54,27.89,90.9,6.3,2.8,"1.439",0.167,0.017,9.823529412,6.28,5.06,15.99,2.3,0.005,1.4,0.1,0.3,0.1,"LS",50
62,"Lower_slope","Sub_valley_floor",495983,6404204,116.9572,-32.49942,"B2","B2","74-95",74,95,84.5,0.2233,55.7,26.4,17.9,"1.547",0.27,0.031,8.709677419,7.38,6.16,3.5,5.4,0.1,3.9,0.1,0.9,0.2,"LS",90
63,"Lower_slope",NA,496419,6404110,116.9619,-32.50027,"A","A","0-17",0,17,8.5,5.03,91.49,4.25,4.25,"1.3795",1.309687495,0.107828781,12.14599185,4.65,4.05,217.2,2,0.1,1.8,0.1,0.3,0.1,"LS",5
63,"Lower_slope",NA,496419,6404110,116.9619,-32.50027,"E","A2","17-36",17,36,26.5,10.477,92.17,4.54,3.28,"1.5943",0.281303972,0.025480196,11.04010241,4.82,3.75,66.2,0.6,0.3,0.6,0.1,0.1,0.005,"LS",25
63,"Lower_slope",NA,496419,6404110,116.9619,-32.50027,"B1","B","36-52",36,52,44,9.04,91.86,5.34,2.8,"1.6471",0.095321424,0.008951585,10.64855289,5.56,4.73,16.76,0.4,0.005,0.6,0.005,0.2,0.005,"LS",50
63,"Lower_slope",NA,496419,6404110,116.9619,-32.50027,"B2","B2","52-78",52,78,65,26.714,88.0101,7.142918,4.84698,"1.647",0.0723897,0.007387693,9.798688669,6.35,5.34,20.97,1.3,0.1,0.9,0.005,0.6,0.1,"LS",70
63,"Lower_slope",NA,496419,6404110,116.9619,-32.50027,"B3","B3","78-95",78,95,86.5,6.818,71.86047,9.20452,18.93501,"1.8501",0.102839068,0.013451627,7.645102798,5.83,4.74,31,3.6,0.1,1.1,0.005,2.1,0.2,"LS",90
64,"Mid-slope",NA,495625,6403350,116.9534,-32.50713,"A","A","0-15",0,15,7.5,5.636743215,90.2,4.5,5.3,"1.38",1.748999834,0.146867096,11.9087248,4.85,4.1,155.2,3.7,0.1,2.6,0.3,0.7,0.3,"MS",5
64,"Mid-slope",NA,495625,6403350,116.9534,-32.50713,"E","A2","15-43",15,43,29,8.526966152,88,12,0.05,"1.47",0.197686538,0.027017936,7.316863038,6.1,4.55,23.89,1.1,0.005,0.7,0.1,0.3,0.1,"MS",25
64,"Mid-slope",NA,495625,6403350,116.9534,-32.50713,"B1","B","43-59",43,59,51,14.75779565,49.1,5.7,45.2,"1.51",0.16433908,0.035517342,4.627009495,6.52,5.76,155.5,6.4,0.1,1.3,0.005,3.8,0.7,"MS",50
64,"Mid-slope",NA,495625,6403350,116.9534,-32.50713,"B2","B2","59-87",59,87,73,12.50724638,44.3,5.2,50.5,"1.55",0.188615724,0.027949234,6.748511293,5.47,5.11,112.4,6.3,0.005,1.4,0.1,3.7,0.8,"MS",70
65,"Lower_slope",NA,496030,6403765,116.9577,-32.50338,"A","A","0-19",0,19,9.5,8.840083201,87.4,5.7,6.9,"1.3",1.32996726,0.105905071,12.55810745,5.79,4.73,102.4,2.3,0.1,1.4,0.1,0.4,0.2,"LS",5
65,"Lower_slope",NA,496030,6403765,116.9577,-32.50338,"E","A2","19-34",19,34,26.5,15.64337035,93,6.5,0.5,"1.44",0.176407784,0.022673946,7.780197818,5.33,4.78,17.2,0.7,0.1,0.6,0.005,0.3,0.1,"LS",25
65,"Lower_slope",NA,496030,6403765,116.9577,-32.50338,"B","B","34-50",34,50,42,34.77382876,51,8.75,40.25,NA,0.331294626,0.035477594,9.338136918,5.38,4.44,63.2,5.8,0.4,1.7,0.005,2.8,0.6,"LS",50
66,"Mid-slope","Lower_slope",496610,6403404,116.9639,-32.50664,"A","A","0-5",0,5,2.5,5.81,85.179,9.546,5.275,"1.29",1.57,0.12,13.08333333,5.72,5.26,271.5,6.1,0.005,5.3,0.2,0.7,0.1,"MS",5
66,"Mid-slope","Lower_slope",496610,6403404,116.9639,-32.50664,"B1","B","May-20",5,20,12.5,5.96,89.948,5.78,4.272,"1.48",0.4,0.03,13.33333333,5.21,4.41,18.28,2.4,0.1,1.5,0.005,0.3,0.005,"MS",15
66,"Mid-slope","Lower_slope",496610,6403404,116.9639,-32.50664,"B2","B2","20-50",20,50,35,16.7,92.127,4.064,3.809,"1.71",0.3,0.02,15,5.8,4.8,27.56,3.3,0.005,2.2,0.005,0.5,0.1,"MS",35
66,"Mid-slope","Lower_slope",496610,6403404,116.9639,-32.50664,"B3","B3","50-90",50,90,70,18.17,93.176,2.022,4.802,"1.77",0.09,0.01,9,5.97,5.33,14.65,6.1,0.005,3.1,0.1,2.5,0.2,"MS",70
67,"Valley_floor",NA,496759,6403845,116.9655,-32.50266,"A","A","0-5",0,5,2.5,1.82,78.3,2.49,19.2,"1.091",5.810021877,0.507,11.45960923,6.38,5.11,593,12.7,0.005,6,0.3,6.3,3.3,"VF",5
67,"Valley_floor",NA,496759,6403845,116.9655,-32.50266,"B","B","May-31",5,31,18,5.19,74.37,5.67,14.29,"1.454",2.249907732,0.178,12.63993108,6.64,4.7,132.4,7.6,0.005,3,0.1,3.2,1.3,"VF",15
67,"Valley_floor",NA,496759,6403845,116.9655,-32.50266,"B2","B2","31-38",31,38,34.5,14.38,85.7,10.15,4.15,"1.718",0.212964132,0.023,9.259310106,6.7,5.87,49.1,2.8,0.005,0.8,0.1,1.2,0.4,"VF",35
67,"Valley_floor",NA,496759,6403845,116.9655,-32.50266,"2A",NA,"38-42",38,42,40,11.05,3.1,49.19,47.71,"1.53",0.31629014,0.042,7.530717623,6.44,5.72,141,10.8,0.005,3.1,0.2,5.3,1.7,"VF",50
68,"Lower_slope",NA,496967,6403448,116.9677,-32.50625,"A","A","0-16",0,16,8,4.63,87.2,5.396,7.404,"1.33",1.785010934,0.126123399,14.15289276,5.79,5.01,103.8,3.44,0.93,3.03,0.04,0.52,0.18,"LS",5
68,"Lower_slope",NA,496967,6403448,116.9677,-32.50625,"E","A2","16-38",16,38,27,9.88,83.803,6.904,9.293,"1.7",0.23376666,0.019948324,11.71861144,5.69,4.4,24.28,0.95,2.4,0.41,0.05,0.3,0.08,"LS",25
68,"Lower_slope",NA,496967,6403448,116.9677,-32.50625,"B1","B","38-52",38,52,45,1.32,37.214,6.919,55.867,"1.5",0.252140552,0.030304091,8.320346958,5.27,4.26,71.1,4.19,12.1,0.79,0.07,2.11,0.39,"LS",50
68,"Lower_slope",NA,496967,6403448,116.9677,-32.50625,"B2","B2","52-68",52,68,60,2.55,32.676,9.54,57.784,NA,0.196663558,0.021025149,9.35372953,5.21,4.09,63.2,5.73,2.46,0.58,0.04,3.45,0.63,"LS",70
69,"Lower_slope",NA,497263,6404153,116.9709,-32.49989,"A","A","0-15",0,15,7.5,8.85,90.53,3.99,5.48,"1.346063992",1.014754534,0.060304698,16.8271225,4.96,4.82,242,3.1,0.005,2.8,0.005,0.6,0.2,"LS",5
69,"Lower_slope",NA,497263,6404153,116.9709,-32.49989,"E","A2","15-40",15,40,27.5,16.30903167,87.74,4.5,7.76,"1.548027764",0.304028094,0.015705217,19.35841447,5.55,4.38,20.34,1.3,0.1,0.7,0.005,0.3,0.005,"LS",25
69,"Lower_slope",NA,497263,6404153,116.9709,-32.49989,"B1","B","40-60",40,60,50,18.72301725,57.24,4.49,38.27,"1.50942949",0.110658079,0.018125519,6.105098476,5.86,5.18,44.2,5.5,0.1,1.8,0.005,2.3,0.2,"LS",50
69,"Lower_slope",NA,497263,6404153,116.9709,-32.49989,"B2","B2","60-85",60,85,72.5,5.955470958,41.53,3.5,54.96,"1.623192822",0.101861298,0.015688583,6.492702141,5.38,4.48,38.8,8.4,0.3,1.6,0.005,4.6,0.3,"LS",70
70,"Lower_slope",NA,499413,6404060,116.9938,-32.50073,"A","A","0-10",0,10,5,0,93.2,4,2.8,"1.28",2.17,0.21,10.4,6.5,5.3,275,6.87,0.07,5.65,0.75,1.09,0.16,"LS",5
70,"Lower_slope",NA,499413,6404060,116.9938,-32.50073,"B","B","Oct-25",10,25,17.5,0.1,95.6,1.5,3,"1.36",0.27,0.02,13.3,4.9,4,27.9,1.36,0.06,0.41,0.12,0.12,0.03,"LS",15
70,"Lower_slope",NA,499413,6404060,116.9938,-32.50073,"C","C","25-38",25,38,31.5,0.1,94.3,1.5,4.2,"1.54",0.16,0.02,10.3,5,3.8,19.8,0.93,0.08,0.35,0.12,0.13,0.02,"LS",35
70,"Lower_slope",NA,499413,6404060,116.9938,-32.50073,"R",NA,"38-48",38,48,43,0.1,92.7,3.9,3.4,NA,0.12,0.01,9.1,4.9,3.8,19.2,0.77,0.1,0.36,0.14,0.15,0.02,"LS",50
71,"Lower_slope",NA,499377,6404113,116.9934,-32.50025,"A","A","0-15",0,15,7.5,0.1,76.9,14.1,9,"1.35",2.6,0.21,12.2,5.3,4.6,44.3,8.62,0.05,6.93,0.1,1.18,0.25,"LS",5
71,"Lower_slope",NA,499377,6404113,116.9934,-32.50025,"B1","B","15-30",15,30,22.5,0.2,80.9,10.6,8.5,"1.58",1.17,0.08,14.2,5.1,4.8,192.7,6.76,0.04,5.38,0.07,0.84,0.13,"LS",25
71,"Lower_slope",NA,499377,6404113,116.9934,-32.50025,"B2","B2","30-50",30,50,40,0.4,82.3,8.2,9.5,"1.66",0.26,0.02,11.6,6,5,22.5,4.73,0.005,3.17,0.04,0.71,0.06,"LS",50
71,"Lower_slope",NA,499377,6404113,116.9934,-32.50025,"B2","B2","50-70",50,70,60,0.4,80.6,8.9,10.5,"1.71",0.18,0.02,10.6,5.9,5.1,24.9,4.6,0.005,2.82,0.04,1.15,0.08,"LS",70
72,"Lower_slope",NA,499214,6403703,116.9916,-32.50395,"A","A","0-13",0,13,6.5,0.1,99.7,0.1,0.2,"1.49",2.2,0.21,10.6,5.3,4.8,319,6.38,0.55,6.25,0.37,1.25,0.6,"LS",5
72,"Lower_slope",NA,499214,6403703,116.9916,-32.50395,"E","A2","13-24",13,24,18.5,0.2,89.4,7.3,3.3,"1.56",0.29,0.02,11.8,7.6,4.7,16.6,0.4,1.66,0.39,0.13,0.14,0.04,"LS",15
72,"Lower_slope",NA,499214,6403703,116.9916,-32.50395,"B1","B","24-36",24,36,30,0.1,90,6.9,3.1,"1.59",0.18,0.02,8.9,5.6,4.6,82.5,1.17,0.98,0.28,0.09,0.1,0.05,"LS",35
72,"Lower_slope",NA,499214,6403703,116.9916,-32.50395,"B2","B2","36-85",36,85,60.5,0.3,72.2,12.9,14.9,"1.72",0.1,0.02,4.9,5.2,4.1,77.6,1.07,2.01,0.44,0.14,0.18,0.06,"LS",70
73,"Lower_slope",NA,498861,6403134,116.9879,-32.50908,"A","A","0-14",0,14,7,0.1,76.2,9.8,14,"1.26",2.78,0.27,10.1,5.4,4.8,298,8.47,0.02,6.17,0.88,2.09,0.6,"LS",5
73,"Lower_slope",NA,498861,6403134,116.9879,-32.50908,"E","A2","14-23",14,23,18.5,0,39.1,4,56.9,"1.49",0.49,0.07,7.5,6.1,4.6,130,6.56,0.05,2.55,0.25,2.36,0.47,"LS",15
73,"Lower_slope",NA,498861,6403134,116.9879,-32.50908,"B1","B","23-43",23,43,33,0,32.2,10.3,57.6,"1.29",0.4,0.06,6.8,5.9,5.1,170,7.24,0.25,2.87,0.22,3.08,0.59,"LS",35
73,"Lower_slope",NA,498861,6403134,116.9879,-32.50908,"B2","B2","43-80",43,80,61.5,0.1,50.8,13.5,36.4,"1.49",0.5,0.07,7.3,6.5,5.8,154,7.25,0.05,1.78,0.1,3.94,0.72,"LS",70
74,"Valley_floor","Lower_slope",498125,6403455,116.98,-32.50619,"A","A","0-17",0,17,8.5,10.9,85,4.6,10.4,"1.52",0.7,0.07,10.5,6.1,5.7,4620,4.76,0.005,0.78,0.09,5.52,10.97,"VF",5
74,"Valley_floor","Lower_slope",498125,6403455,116.98,-32.50619,"E","A2","17-27",17,27,22,23.7,79.4,4.3,16.3,"1.6",0.26,0.09,2.9,6.4,5.6,966,3.57,0.01,0.33,0.04,2.08,3.49,"VF",25
74,"Valley_floor","Lower_slope",498125,6403455,116.98,-32.50619,"B1","B","27-60",27,60,43.5,11.6,50.9,3.1,46,"1.7",0.24,0.04,6.8,5.6,5.3,1558,7.11,0.05,0.56,0.1,4.35,6.15,"VF",50
74,"Valley_floor","Lower_slope",498125,6403455,116.98,-32.50619,"B2","B2","60-79",60,79,69.5,2.8,45.8,8.7,45.7,"1.75",0.14,0.02,9.1,6.2,5.4,751,14.57,0.03,1.28,0.07,8.66,6.96,"VF",70
75,"Lower_slope",NA,498350,6403540,116.9824,-32.50542,"A1","A","0-10",0,10,5,29.8,82,6.4,11.6,"1.26",2.58,0.21,12.3,5.6,4.7,87.9,5.93,0.12,4.47,0.48,0.79,0.11,"LS",5
75,"Lower_slope",NA,498350,6403540,116.9824,-32.50542,"A2","A2","Oct-15",10,15,12.5,53.8,83.2,9.7,7.1,"1.47",0.82,0.07,12,6.1,5.1,21.7,4.14,0.04,3.11,0.21,0.65,0.05,"LS",15
75,"Lower_slope",NA,498350,6403540,116.9824,-32.50542,"B1","B","15-35",15,35,25,29.5,83.5,6.4,10.2,"1.45",0.28,0.03,11.4,6.5,5.3,15.9,2.99,0.06,2,0.14,0.57,0.04,"LS",25
75,"Lower_slope",NA,498350,6403540,116.9824,-32.50542,"B2","B2","35-80",35,80,57.5,18.6,68.7,8.6,22.7,"1.77",0.2,0.03,6.9,6.4,5.5,21.3,3.92,0.08,1.9,0.14,1.3,0.09,"LS",50
76,"Lower_slope",NA,498036,6403443,116.9791,-32.50629,"A","A","0-13",0,13,6.5,6.5,75.6,9.9,14.5,"1.43",2.55,0.2,13.1,5.3,4.7,333,6.34,0.07,4.17,0.37,1.34,0.67,"LS",5
76,"Lower_slope",NA,498036,6403443,116.9791,-32.50629,"A2","A2","13-23",13,23,18,11.3,62.2,7.8,30,"1.45",0.61,0.05,11.3,6.3,4.6,53.6,5.17,0.08,2.54,0.02,1.6,0.35,"LS",15
76,"Lower_slope",NA,498036,6403443,116.9791,-32.50629,"B","B","23-68",23,68,45.5,16.5,41.6,4.6,53.8,"1.42",0.35,0.06,6.2,5.8,5,120.2,6.9,0.1,2.4,0.01,3.09,0.48,"LS",50
76,"Lower_slope",NA,498036,6403443,116.9791,-32.50629,"B","B","68-82",68,82,75,7.6,34.2,7.7,58.1,"1.36",0.4,0.05,7.5,5.8,4.9,98,6.92,0.08,2.43,0.005,3.2,0.49,"LS",70
77,"Valley_floor",NA,497749,6403736,116.976,-32.50365,"A","A","0-10",0,10,5,93.5,91.4,5.1,3.7,"1.59",0.88,0.06,14.4,5.3,4.6,87.4,1.52,0.005,1.54,0.02,0.18,0.05,"VF",5
77,"Valley_floor",NA,497749,6403736,116.976,-32.50365,"E","A2","Oct-22",10,22,16,58.1,93.3,2.8,3.8,"1.42",0.39,0.03,14.2,5.1,4.3,38.5,1.14,0.05,0.9,0.03,0.14,0.03,"VF",15
77,"Valley_floor",NA,497749,6403736,116.976,-32.50365,"B1","B","22-38",22,38,30,53,88.4,3.5,7.9,"1.66",0.43,0.03,14.9,5.8,4.8,27.2,0.98,0.05,0.76,0.01,0.17,0.04,"VF",35
77,"Valley_floor",NA,497749,6403736,116.976,-32.50365,"B2","B2","38-65",38,65,51.5,64.3,56.4,4.7,38.7,"1.47",0.23,0.03,8.1,5.7,4.6,36.5,3.42,0.16,1.32,0.01,1.04,0.12,"VF",50
78,"Lower_slope",NA,495287,6404011,116.9498,-32.50116,"A1","A","0-14",0,14,7,9.3,97,2,1,"1.4",1.17,0.09,12.8,4.2,3.7,99,2.5,0.2,1.1,0.2,0.2,0.1,"LS",5
78,"Lower_slope",NA,495287,6404011,116.9498,-32.50116,"A2","A2","14-37",14,37,25.5,11.2,91.5,2,6.5,"1.4",0.23,0.02,10,3.6,3.4,24.6,2.2,0.4,0.3,0.005,0.1,0.005,"LS",25
78,"Lower_slope",NA,495287,6404011,116.9498,-32.50116,"B1","B","37-58",37,58,47.5,18.9,88.2,8.8,3,"1.6",0.08,0.02,4.5,4.1,3.7,12.2,1.2,0.2,0.3,0.005,0.2,0.005,"LS",50
78,"Lower_slope",NA,495287,6404011,116.9498,-32.50116,"B2","B2","58-90",58,90,74,12,59.4,5.6,35,"1.8",0.19,0.04,4.7,4.5,3.9,40,8,0.4,1.1,0.005,4.9,0.3,"LS",70
79,"Mid-slope",NA,495601,6403548,116.9532,-32.50534,"A1","A","0-15",0,15,7.5,6.9,90.5,6.7,2.7,"1.5",1.69,0.11,14.9,5.08,4,49.5,2.1,0.4,0.8,0.005,0.2,0.2,"MS",5
79,"Mid-slope",NA,495601,6403548,116.9532,-32.50534,"A2","A2","15-30",15,30,22.5,7.2,93.6,3,3.5,"1.6",0.28,0.02,13.9,4.96,4.03,23.1,0.9,0.3,0.3,0.005,0.1,0.1,"MS",25
79,"Mid-slope",NA,495601,6403548,116.9532,-32.50534,"B1","B","30-40",30,40,35,7.7,92.3,4.5,3.2,"1.7",0.07,0.01,11.2,5.25,3.95,19.5,0.7,0.2,0.1,0.005,0.1,0.1,"MS",35
79,"Mid-slope",NA,495601,6403548,116.9532,-32.50534,"B2","B2","40-100",40,100,70,9.2,71.3,9.3,19.4,"1.9",0.12,0.01,12.7,5.5,4.06,45.8,3.6,0.3,0.4,0.1,1,0.3,"MS",70
80,"Valley_floor",NA,496179,6403888,116.9593,-32.50227,"A1","A","0-12",0,12,6,18.2,84.9,7.6,7.6,"1.5",1.99,0.15,13.1,7.1,4.22,20.88,5.2,0.2,2.3,0.2,0.4,0.2,"VF",5
80,"Valley_floor",NA,496179,6403888,116.9593,-32.50227,"A2","A2","Dec-23",12,23,17.5,12,77.1,7.5,15.3,"1.6",1.23,0.09,14.2,7,5.06,8.55,7.5,0.1,3.4,0.005,1,0.1,"VF",15
80,"Valley_floor",NA,496179,6403888,116.9593,-32.50227,"B2.1",NA,"23-42",23,42,32.5,13.2,79.2,4.5,16.3,"1.6",0.86,0.07,12.8,7.19,5.24,12.45,7.8,0.1,3.6,0.1,1.3,0.2,"VF",35
80,"Valley_floor",NA,496179,6403888,116.9593,-32.50227,"B2.2",NA,"42-49",42,49,45.5,14.3,78.6,4.6,16.8,"1.7",0.4,0.05,8.3,6.51,5.34,11.6,5.9,0.005,2.1,0.005,1.4,0.2,"VF",50
80,"Valley_floor",NA,496179,6403888,116.9593,-32.50227,"B2.3",NA,"49-70",49,70,59.5,15.7,79.4,5.5,15.1,"1.7",0.25,0.03,8.1,6.97,5.38,9.86,5,0.005,1.6,0.005,1.2,0.1,"VF",50
80,"Valley_floor",NA,496179,6403888,116.9593,-32.50227,"B2.4",NA,"70-100",70,100,85,43.1,82.5,4.8,12.7,"1.8",0.12,0.02,7.1,6.71,5.8,13.97,4.6,0.1,1.1,0.1,1.1,0.2,"VF",90
81,"Sub_valley_floor",NA,495842,6404279,116.9557,-32.49875,"A1","A","0-13",0,13,6.5,12,91.2,8.8,0.05,"0.9",8.81,0.64,13.8,6.3,5.8,191.1,30,0.005,16.6,0.1,11.5,1.3,"VF",5
81,"Sub_valley_floor",NA,495842,6404279,116.9557,-32.49875,"A2","A2","13-38",13,38,25.5,17,92,2.5,5.5,"1.7",0.23,0.03,7.9,6.6,5.69,97.1,2,0.1,0.7,0.1,1,0.4,"VF",25
81,"Sub_valley_floor",NA,495842,6404279,116.9557,-32.49875,"E","A2","38-64",38,64,51,32,84.6,6.6,8.8,"1.7",0.17,0.03,5.3,6.2,5.91,92.7,1.7,0.005,0.5,0.1,1.1,0.4,"VF",50
81,"Sub_valley_floor",NA,495842,6404279,116.9557,-32.49875,"B","B","64-100",64,100,82,60,97.2,2.8,0.05,"1.7",0.21,0.03,7.4,6.8,6.01,253,1.6,0.005,0.4,0.1,1,0.5,"VF",90
82,"Mid-slope",NA,499186,6404600,116.9913,-32.49586,"A","A","0-14",0,14,7,8,88.8,4.9,6.4,"1.3",0.13,1.91,14.3,5.65,5.57,56.3,5.1,0.005,4.4,0.1,0.6,0.1,"MS",5
82,"Mid-slope",NA,499186,6404600,116.9913,-32.49586,"B1","B","14-32",14,32,23,30,88.1,5.6,6.3,"1.6",0.05,0.69,14.8,4.62,4.41,22.35,1.9,0.1,1.2,0.005,0.2,0.1,"MS",25
82,"Mid-slope",NA,499186,6404600,116.9913,-32.49586,"B2.1",NA,"32-57",32,57,44.5,11,74.9,4.4,20.8,"1.6",0.02,0.22,9.7,5.54,3.82,13.26,2.3,0.3,0.7,0.005,0.6,0.1,"MS",50
82,"Mid-slope",NA,499186,6404600,116.9913,-32.49586,"B2.2",NA,"57-64",57,64,60.5,19,24.9,7.6,67.5,NA,0.03,0.26,8.3,6.33,3.95,37.6,8.1,0.8,1,0.1,3.7,1,"MS",70
83,"Mid-slope",NA,499543,6404302,116.9951,-32.49855,"A1","A","0-11",0,11,5.5,0,92.5,4.8,2.8,"1.3",2.46,0.15,16.5,6,4.36,100.3,2.9,0.3,2.4,0.1,0.3,0.1,"MS",5
83,"Mid-slope",NA,499543,6404302,116.9951,-32.49855,"A2","A2","Nov-27",11,27,19,0,90,3.3,6.8,"1.6",0.38,0.03,13.9,5.15,5.16,16.3,0.6,1.3,0.3,0.1,0.1,0.005,"MS",15
83,"Mid-slope",NA,499543,6404302,116.9951,-32.49855,"B1","B","27-47",27,47,37,0,93.3,3.5,3.2,"1.5",0.15,0.02,6.3,5.19,4.12,18.1,0.4,0.2,0.2,0.005,0.005,0.005,"MS",35
83,"Mid-slope",NA,499543,6404302,116.9951,-32.49855,"B2","B2","47-70",47,70,58.5,0,78.2,16.3,5.5,"1.8",0.09,0.02,4.2,6.08,5.45,25.7,2.1,0.6,0.7,0.1,0.7,0.2,"MS",50
84,"Valley_floor",NA,499525,6403063,116.9949,-32.50972,"A1","A","0-10",0,10,5,5.4,89.9,5.2,4.9,"1.7",0.97,0.08,11.7,7.6,6.6,836,5.7,0.1,2.3,0.1,2.9,4.1,"VF",5
84,"Valley_floor",NA,499525,6403063,116.9949,-32.50972,"A2","A2","Oct-23",10,23,16.5,6.9,93.5,4,2.5,"1.7",0.23,0.02,14.4,7.73,6.64,404,2.2,0.005,0.9,0.1,1.3,1.6,"VF",15
84,"Valley_floor",NA,499525,6403063,116.9949,-32.50972,"B1","B","23-34.5",23,34.5,28.75,2.1,92.5,3.7,3.7,"1.8",0.11,0.02,6.6,8.07,6.57,287,2,0.005,0.7,0.1,1.3,1.3,"VF",25
84,"Valley_floor",NA,499525,6403063,116.9949,-32.50972,"B2","B2","34.5-40",34.5,40,37.25,11.3,68.7,5.1,26.2,NA,0.21,0.03,6.2,8.28,6.59,332,10.9,0.005,2.7,0.1,6,3.2,"VF",35
84,"Valley_floor",NA,499525,6403063,116.9949,-32.50972,"C","C","40-100",40,100,70,77.4,82.8,13.2,4,NA,NA,NA,NA,8.14,6.65,631,3.3,0.1,1,0.1,2.2,1.7,"VF",70
85,"Lower_slope","Sub_valley_floor",499038,6403680,116.9898,-32.50416,"A","A","0-16",0,16,8,3.7,72.7,11,16.3,"1.2",0.25,2.59,10.4,4.9,5.2,38.8,30.5,0.005,16.1,2.8,9.5,0.5,"LS",5
85,"Lower_slope","Sub_valley_floor",499038,6403680,116.9898,-32.50416,"B1","B","16-30",16,30,23,11.8,67,7.7,25.3,"1.2",0.15,1.62,11,5.25,5.3,29.5,43.2,0.005,19.3,3.5,18.8,1.6,"LS",25
85,"Lower_slope","Sub_valley_floor",499038,6403680,116.9898,-32.50416,"B2","B2","30-60",30,60,45,79,69.8,8.1,22.1,"1.4",0.23,2.34,10.2,6.4,5.5,38.2,33.2,0.005,18.7,2.3,10.8,0.5,"LS",50
85,"Lower_slope","Sub_valley_floor",499038,6403680,116.9898,-32.50416,"C","C","60-100",60,100,80,19.4,70,6.5,23.5,NA,0.09,0.9,9.5,6.8,5.6,30.4,24.5,0.005,14.5,2.8,5.7,0.3,"LS",90
86,"Lower_slope","Mid-slope",500472,6406189,117.005,-32.48152,"A","A","0-10",0,10,5,37,89.1,4.8,6.1,"1.26",2.8,0.18,15,6.86,5.55,85.1,6.7,0.1,5.7,0.2,0.8,0.1,"LS",5
86,"Lower_slope","Mid-slope",500472,6406189,117.005,-32.48152,"B1","B","Oct-35",10,35,22.5,64,89.9,0.8,9.3,"1.57",0.8,0.04,19.1,6.36,4.78,22.11,2.9,0.1,2.1,0.1,0.5,0.1,"LS",25
86,"Lower_slope","Mid-slope",500472,6406189,117.005,-32.48152,"B2","B2","35-72",35,72,53.5,21,58.6,2.8,38.5,"1.63",0.2,0.01,16.1,6.41,5.46,33.5,3.6,0.3,0.5,0.1,2.2,0.1,"LS",50
87,"Valley_floor","Lower_slope",500369,6406448,117.0039,-32.47919,"A1","A","0-15",0,15,7.5,10,65.8,30.2,4.1,"1.61",1.7,0.13,13.2,6.45,5.41,98.7,4.3,0.005,3.2,0.1,0.5,0.4,"VF",5
87,"Valley_floor","Lower_slope",500369,6406448,117.0039,-32.47919,"B1","B","15-42",15,42,28.5,10,70.8,25.6,3.6,"1.83",0.2,0.03,7.2,6.09,4.74,44,1.5,1.1,0.6,0.1,0.4,0.2,"VF",25
87,"Valley_floor","Lower_slope",500369,6406448,117.0039,-32.47919,"B2-1","B2","42-72",42,72,57,10,80.9,6.2,12.9,"2.05",0.2,0.02,7.2,6.32,5.3,41,3.4,1,0.3,0.1,1.6,0.5,"VF",50
87,"Valley_floor","Lower_slope",500369,6406448,117.0039,-32.47919,"B2-2",NA,"72-100",72,100,86,15,76,14.3,9.7,"1.96",0.1,0.02,6.3,6.14,5.28,111.4,4.6,0.2,0.4,0.005,2.5,1,"VF",90
88,"Valley_floor",NA,500517,6406387,117.0055,-32.47974,"Ap","A","0-2",0,2,1,7.3,87.7,5.5,6.8,NA,2.5,0.11,22.3,5.73,3.67,5500,3.6,0.7,0.3,0.2,8.3,35.9,"VF",5
88,"Valley_floor",NA,500517,6406387,117.0055,-32.47974,"B1","B","Feb-42",2,42,22,14.6,46.5,9.8,43.7,NA,0.5,0.04,10.6,5.45,3.77,1255,19.8,0.4,0.4,0.1,13.5,10.5,"VF",25
88,"Valley_floor",NA,500517,6406387,117.0055,-32.47974,"B2e",NA,"42-73",42,73,57.5,58.2,23,12.9,64.2,NA,0.2,0.01,11.8,5.5,4.13,1133,26.7,0.1,0.6,0.1,18.4,12.5,"VF",50
89,"Mid-slope",NA,499731,6407110,116.9971,-32.47322,"A1","A","0-14",0,14,7,12.8,87.3,8.4,4.3,"1.274",2.8,0.26,10.8,5.15,5.85,610,8.3,0.005,6.4,0.9,1.3,1.2,"MS",5
